,Date,Post patch?,PCR cycles,Cre_line
6298,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6299,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6306,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6307,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6308,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6309,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6310,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6311,2017-07-21,Outside-Out,21.0,Cux2-CreERT2
6312,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6313,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6314,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6317,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6318,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6319,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6320,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6321,2017-07-21,Nucleated,21.0,Vipr2-IRES2-Cre-neo
6322,2017-07-21,No-Seal,21.0,Vipr2-IRES2-Cre-neo
6323,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6324,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6327,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6328,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6329,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6330,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6331,2017-07-21,Nucleated,21.0,Vipr2-IRES2-Cre-neo
6332,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6333,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6334,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6341,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6342,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
6343,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
6344,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
6347,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6348,2017-07-24,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6349,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6350,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
6351,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
6354,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6355,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6356,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6357,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6358,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
6359,2017-07-24,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6360,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6367,2017-07-25,No-Seal,21.0,Rbp4-Cre_KL100
6368,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6369,2017-07-25,No-Seal,21.0,Rbp4-Cre_KL100
6370,2017-07-25,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6371,2017-07-25,No-Seal,21.0,Rbp4-Cre_KL100
6372,2017-07-25,No-Seal,21.0,Vip-IRES-Cre
6373,2017-07-25,No-Seal,21.0,Vip-IRES-Cre
6374,2017-07-25,Nucleated,21.0,Vip-IRES-Cre
6375,2017-07-25,No-Seal,21.0,Vip-IRES-Cre
6376,2017-07-25,Nucleated,21.0,Vip-IRES-Cre
6379,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6380,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6381,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6382,2017-07-25,No-Seal,21.0,Rbp4-Cre_KL100
6383,2017-07-25,Nucleated,21.0,Vip-IRES-Cre
6384,2017-07-25,No-Seal,21.0,Vip-IRES-Cre
6385,2017-07-25,Partial-Nucleus,21.0,Vip-IRES-Cre
6386,2017-07-25,Nucleated,21.0,Vip-IRES-Cre
6389,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6390,2017-07-25,Outside-Out,21.0,Rbp4-Cre_KL100
6391,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6392,2017-07-25,Nucleated,21.0,Rbp4-Cre_KL100
6399,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6400,2017-07-26,No-Seal,21.0,Rbp4-Cre_KL100
6401,2017-07-26,Outside-Out,21.0,Rbp4-Cre_KL100
6402,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6403,2017-07-26,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6404,2017-07-26,No-Seal,21.0,Vip-IRES-Cre
6405,2017-07-26,No-Seal,21.0,Vip-IRES-Cre
6406,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6407,2017-07-26,No-Seal,21.0,Vip-IRES-Cre
6408,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6411,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6412,2017-07-26,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6413,2017-07-26,No-Seal,21.0,Rbp4-Cre_KL100
6414,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6415,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6418,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6419,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6420,2017-07-26,Nucleated,21.0,Rbp4-Cre_KL100
6421,2017-07-26,No-Seal,21.0,Rbp4-Cre_KL100
6422,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6423,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6424,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6425,2017-07-26,Partial-Nucleus,21.0,Vip-IRES-Cre
6426,2017-07-26,Partial-Nucleus,21.0,Vip-IRES-Cre
6427,2017-07-26,Nucleated,21.0,Vip-IRES-Cre
6434,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6435,2017-07-27,Outside-Out,21.0,Vip-IRES-Cre
6436,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6437,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6438,2017-07-27,No-Seal,21.0,Vip-IRES-Cre
6439,2017-07-27,No-Seal,21.0,Vip-IRES-Cre
6440,2017-07-27,Outside-Out,21.0,Vip-IRES-Cre
6441,2017-07-27,No-Seal,21.0,Vip-IRES-Cre
6442,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6443,2017-07-27,No-Seal,21.0,Vip-IRES-Cre
6446,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6447,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6448,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6449,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6450,2017-07-27,Partial-Nucleus,21.0,Vip-IRES-Cre
6451,2017-07-27,Partial-Nucleus,21.0,Vip-IRES-Cre
6452,2017-07-27,No-Seal,21.0,Vip-IRES-Cre
6453,2017-07-27,Nucleated,21.0,Vip-IRES-Cre
6460,2017-07-28,Outside-Out,21.0,Vip-IRES-Cre
6461,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6462,2017-07-28,Outside-Out,21.0,Vip-IRES-Cre
6463,2017-07-28,Nucleated,21.0,Vip-IRES-Cre
6464,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6465,2017-07-28,Nucleated,21.0,Vip-IRES-Cre
6466,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6467,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6468,2017-07-28,Outside-Out,21.0,Vip-IRES-Cre
6471,2017-07-28,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6472,2017-07-28,Nucleated,21.0,Rbp4-Cre_KL100
6473,2017-07-28,Nucleated,21.0,Rbp4-Cre_KL100
6474,2017-07-28,Nucleated,21.0,Rbp4-Cre_KL100
6475,2017-07-28,No-Seal,21.0,Rbp4-Cre_KL100
6476,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6477,2017-07-28,Nucleated,21.0,Vip-IRES-Cre
6478,2017-07-28,Outside-Out,21.0,Vip-IRES-Cre
6479,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6482,2017-07-28,Nucleated,21.0,Rbp4-Cre_KL100
6483,2017-07-28,No-Seal,21.0,Rbp4-Cre_KL100
6484,2017-07-28,Nucleated,21.0,Vip-IRES-Cre
6485,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6486,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6487,2017-07-28,Nucleated,21.0,Vip-IRES-Cre
6488,2017-07-28,No-Seal,21.0,Vip-IRES-Cre
6489,2017-07-28,Nucleated,21.0,Vip-IRES-Cre
6490,2017-07-28,Partial-Nucleus,21.0,Vip-IRES-Cre
6497,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6498,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6499,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6500,2017-07-31,No-Seal,21.0,Nkx2-1-CreERT2
6501,2017-07-31,No-Seal,21.0,Nkx2-1-CreERT2
6502,2017-07-31,No-Seal,21.0,Nkx2-1-CreERT2
6505,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6506,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6507,2017-07-31,Nucleated,21.0,Ctgf-T2A-dgCre
6508,2017-07-31,Nucleated,21.0,Ctgf-T2A-dgCre
6509,2017-07-31,No-Seal,21.0,Nkx2-1-CreERT2
6510,2017-07-31,Nucleated,21.0,Nkx2-1-CreERT2
6513,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6514,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6515,2017-07-31,No-Seal,21.0,Ctgf-T2A-dgCre
6516,2017-07-31,No-Seal,21.0,Nkx2-1-CreERT2
6517,2017-07-31,Nucleated,21.0,Nkx2-1-CreERT2
6518,2017-07-31,Nucleated,21.0,Nkx2-1-CreERT2
6519,2017-07-31,Nucleated,21.0,Nkx2-1-CreERT2
6526,2017-08-01,No-Seal,21.0,Ctgf-T2A-dgCre
6527,2017-08-01,No-Seal,21.0,Ctgf-T2A-dgCre
6528,2017-08-01,No-Seal,21.0,Ctgf-T2A-dgCre
6529,2017-08-01,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6530,2017-08-01,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6531,2017-08-01,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6532,2017-08-01,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6535,2017-08-01,Nucleated,21.0,Ctgf-T2A-dgCre
6536,2017-08-01,Nucleated,21.0,Ctgf-T2A-dgCre
6537,2017-08-01,Nucleated,21.0,Ctgf-T2A-dgCre
6538,2017-08-01,Nucleated,21.0,Ctgf-T2A-dgCre
6539,2017-08-01,No-Seal,21.0,Ctgf-T2A-dgCre
6540,2017-08-01,Nucleated,21.0,Ctgf-T2A-dgCre
6541,2017-08-01,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6544,2017-08-01,Nucleated,21.0,Ctgf-T2A-dgCre
6545,2017-08-01,No-Seal,21.0,Ctgf-T2A-dgCre
6546,2017-08-01,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6547,2017-08-01,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6548,2017-08-01,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6549,2017-08-01,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6556,2017-08-02,Nucleated,21.0,Oxtr-T2A-Cre
6557,2017-08-02,No-Seal,21.0,Oxtr-T2A-Cre
6558,2017-08-02,Nucleated,21.0,Oxtr-T2A-Cre
6561,2017-08-02,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6562,2017-08-02,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6563,2017-08-02,Entire-Cell,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6564,2017-08-02,Nucleated,21.0,Oxtr-T2A-Cre
6565,2017-08-02,No-Seal,21.0,Oxtr-T2A-Cre
6566,2017-08-02,Nucleated,21.0,Oxtr-T2A-Cre
6569,2017-08-02,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6570,2017-08-02,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6577,2017-08-03,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6578,2017-08-03,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6579,2017-08-03,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6580,2017-08-03,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6581,2017-08-03,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6584,2017-08-03,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6585,2017-08-03,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6589,2017-08-03,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6590,2017-08-03,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6591,2017-08-03,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6596,2017-08-04,No-Seal,21.0,Ctgf-T2A-dgCre
6597,2017-08-04,No-Seal,21.0,Ctgf-T2A-dgCre
6600,2017-08-04,Nucleated,21.0,Ctgf-T2A-dgCre
6607,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6608,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6609,2017-08-07,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6610,2017-08-07,No-Seal,21.0,Pvalb-IRES-Cre
6611,2017-08-07,No-Seal,21.0,Pvalb-IRES-Cre
6612,2017-08-07,No-Seal,21.0,Pvalb-IRES-Cre
6615,2017-08-07,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6616,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6617,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6618,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6619,2017-08-07,Outside-Out,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6620,2017-08-07,Partial-Nucleus,21.0,Pvalb-IRES-Cre
6623,2017-08-07,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6624,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6625,2017-08-07,Nucleated,21.0,Pvalb-IRES-Cre
6626,2017-08-07,No-Seal,21.0,Pvalb-IRES-Cre
6627,2017-08-07,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6630,2017-08-07,No-Seal,21.0,Pvalb-IRES-Cre
6631,2017-08-07,Nucleated,21.0,Pvalb-IRES-Cre
6632,2017-08-07,No-Seal,21.0,Pvalb-IRES-Cre
6633,2017-08-07,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6634,2017-08-07,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6635,2017-08-07,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6642,2017-08-08,Outside-Out,21.0,Gad2-IRES-Cre
6643,2017-08-08,Nucleated,21.0,Gad2-IRES-Cre
6644,2017-08-08,Nucleated,21.0,Gad2-IRES-Cre
6645,2017-08-08,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6646,2017-08-08,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6647,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6648,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6651,2017-08-08,No-Seal,21.0,Gad2-IRES-Cre
6652,2017-08-08,No-Seal,21.0,Gad2-IRES-Cre
6653,2017-08-08,No-Seal,21.0,Gad2-IRES-Cre
6654,2017-08-08,No-Seal,21.0,Gad2-IRES-Cre
6655,2017-08-08,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6656,2017-08-08,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6657,2017-08-08,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6658,2017-08-08,Nucleated,21.0,Pvalb-IRES-Cre
6659,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6662,2017-08-08,Partial-Nucleus,21.0,Gad2-IRES-Cre
6663,2017-08-08,Nucleated,21.0,Gad2-IRES-Cre
6664,2017-08-08,No-Seal,21.0,Gad2-IRES-Cre
6665,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6666,2017-08-08,Nucleated,21.0,Pvalb-IRES-Cre
6667,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6668,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6669,2017-08-08,No-Seal,21.0,Pvalb-IRES-Cre
6672,2017-08-08,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6674,2017-08-08,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6675,2017-08-08,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6676,2017-08-08,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6678,2017-08-08,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6679,2017-08-08,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6680,2017-08-08,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6687,2017-08-09,No-Seal,21.0,Gad2-IRES-Cre
6688,2017-08-09,No-Seal,21.0,Gad2-IRES-Cre
6689,2017-08-09,Outside-Out,21.0,Gad2-IRES-Cre
6690,2017-08-09,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6691,2017-08-09,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6692,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6693,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6696,2017-08-09,No-Seal,21.0,Gad2-IRES-Cre
6697,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6698,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6699,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6700,2017-08-09,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6701,2017-08-09,Nucleated,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6702,2017-08-09,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6703,2017-08-09,Partial-Nucleus,21.0,Gad2-IRES-Cre
6704,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6707,2017-08-09,No-Seal,21.0,Gad2-IRES-Cre
6708,2017-08-09,No-Seal,21.0,Gad2-IRES-Cre
6709,2017-08-09,No-Seal,21.0,Gad2-IRES-Cre
6710,2017-08-09,Nucleated,21.0,Gad2-IRES-Cre
6711,2017-08-09,No-Seal,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6712,2017-08-09,Entire-Cell,21.0,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6713,2017-08-09,Outside-Out,21.0,Gad2-IRES-Cre
6720,2017-08-10,No-Seal,21.0,Pvalb-IRES-Cre
6721,2017-08-10,No-Seal,21.0,Pvalb-IRES-Cre
6722,2017-08-10,No-Seal,21.0,Pvalb-IRES-Cre
6723,2017-08-10,No-Seal,21.0,Pvalb-IRES-Cre
6724,2017-08-10,No-Seal,21.0,Gad2-IRES-Cre
6725,2017-08-10,No-Seal,21.0,Gad2-IRES-Cre
6726,2017-08-10,No-Seal,21.0,Gad2-IRES-Cre
6727,2017-08-10,No-Seal,21.0,Gad2-IRES-Cre
6730,2017-08-10,Nucleated,21.0,Pvalb-IRES-Cre
6731,2017-08-10,Nucleated,21.0,Pvalb-IRES-Cre
6732,2017-08-10,No-Seal,21.0,Pvalb-IRES-Cre
6733,2017-08-10,Nucleated,21.0,Gad2-IRES-Cre
6734,2017-08-10,No-Seal,21.0,Gad2-IRES-Cre
6735,2017-08-10,No-Seal,21.0,Gad2-IRES-Cre
6742,2017-08-11,Partial-Nucleus,21.0,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO
6743,2017-08-11,No-Seal,21.0,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO
6750,2017-08-16,Nucleated,21.0,Ndnf-IRES2-dgCre
6751,2017-08-16,Nucleated,21.0,Ndnf-IRES2-dgCre
6752,2017-08-16,No-Seal,21.0,Ndnf-IRES2-dgCre
6753,2017-08-16,Nucleated,21.0,Ndnf-IRES2-dgCre
6754,2017-08-16,No-Seal,21.0,Ndnf-IRES2-dgCre
6761,2017-08-17,Partial-Nucleus,21.0,Ctgf-T2A-dgCre
6762,2017-08-17,Partial-Nucleus,21.0,Ctgf-T2A-dgCre
6763,2017-08-17,Nucleated,21.0,Ctgf-T2A-dgCre
6764,2017-08-17,Nucleated,21.0,Ctgf-T2A-dgCre
6765,2017-08-17,Nucleated,21.0,Ctgf-T2A-dgCre
6772,2017-08-18,Nucleated,21.0,Ctgf-T2A-dgCre
6773,2017-08-18,No-Seal,21.0,Ndnf-IRES2-dgCre
6774,2017-08-18,No-Seal,21.0,Ndnf-IRES2-dgCre
6775,2017-08-18,Nucleated,21.0,Ndnf-IRES2-dgCre
6776,2017-08-18,Nucleated,21.0,Ndnf-IRES2-dgCre
6784,2017-08-21,Nucleated,21.0,Vip-IRES-Cre
6785,2017-08-21,Nucleated,21.0,Vip-IRES-Cre
6786,2017-08-21,No-Seal,21.0,Vip-IRES-Cre
6787,2017-08-21,No-Seal,21.0,Vip-IRES-Cre
6788,2017-08-21,Partial-Nucleus,21.0,Vip-IRES-Cre
6789,2017-08-23,No-Seal,21.0,Chat-IRES-Cre-neo
6790,2017-08-23,No-Seal,21.0,Chat-IRES-Cre-neo
6791,2017-08-23,Partial-Nucleus,21.0,Chat-IRES-Cre-neo
6792,2017-08-23,Partial-Nucleus,21.0,Chat-IRES-Cre-neo
6793,2017-08-23,Nucleated,21.0,Scnn1a-Tg3-Cre
6794,2017-08-23,Nucleated,21.0,Scnn1a-Tg3-Cre
6795,2017-08-23,Partial-Nucleus,21.0,Scnn1a-Tg3-Cre
6796,2017-08-23,No-Seal,21.0,Scnn1a-Tg3-Cre
6803,2017-08-24,No-Seal,21.0,Chrna2-Cre_OE25
6804,2017-08-24,Nucleated,21.0,Chrna2-Cre_OE25
6805,2017-08-24,Nucleated,21.0,Chrna2-Cre_OE25
6806,2017-08-24,No-Seal,21.0,Chat-IRES-Cre-neo
6807,2017-08-24,Nucleated,21.0,Chat-IRES-Cre-neo
6810,2017-08-24,Partial-Nucleus,21.0,Chrna2-Cre_OE25
6811,2017-08-24,Nucleated,21.0,Chrna2-Cre_OE25
6812,2017-08-24,Nucleated,21.0,Chrna2-Cre_OE25
6813,2017-08-24,Nucleated,21.0,Chat-IRES-Cre-neo
6814,2017-08-24,Nucleated,21.0,Chat-IRES-Cre-neo
6815,2017-08-24,Partial-Nucleus,21.0,Chat-IRES-Cre-neo
6822,2017-08-25,Nucleated,21.0,Chrna2-Cre_OE25
6823,2017-08-25,No-Seal,21.0,Chrna2-Cre_OE25
6824,2017-08-25,Nucleated,21.0,Chrna2-Cre_OE25
6825,2017-08-25,Entire-Cell,21.0,Chat-IRES-Cre-neo
6826,2017-08-25,Partial-Nucleus,21.0,Chat-IRES-Cre-neo
6827,2017-08-25,No-Seal,21.0,Chat-IRES-Cre-neo
